Word;Documents
ABNORMALITY;['00084', '00091', '00125', '00125', '00140', '00149', '00163', '00163', '00190', '00268', '00288', '00343', '00364', '00364', '00368', '00382', '00383', '00393', '00393', '00439', '00470', '00480', '00495', '00498', '00499', '00501', '00503', '00504', '00505', '00505', '00508', '00530', '00540', '00553', '00562', '00571', '00571', '00587', '00608', '00689', '00691', '00695', '00711', '00742', '00742', '00776', '00776', '00812', '00860', '00906', '00919', '01003', '01038', '01044', '01063', '01109', '01156', '01156', '01172', '01223', '01223']
DIETITIAN;['00153', '00450', '00450', '00450', '00937']
SENSITIZATION;['00187', '00228', '00632', '00632', '00672', '01005']
WARDS;['00734']
MUCUSCOATED;['00925']
IRREVERSIBLY;['00067']
MICROSCOPICALLY;['00240', '00281']
NONOPERATIVE;['00193']
MICROVASCULATURE;['00416']
WIDEN;['00947']
PERMEABILITY;['00343', '00418', '00418', '00418', '00484', '00484', '00741', '00741', '00957', '01026']
JOHNS;['00322', '00916']
CONJUNCTIVAL;['00016', '00169', '00169']
ERADICATED;['00459', '00460', '00550', '01071', '01180']
CAMP;['00606', '00628', '00628', '00628', '00961', '00961', '00961', '00961', '00961', '00961', '00961', '00961', '00961', '00961', '00961', '00973', '00973', '00973', '00973', '00973', '00973', '01157', '01157', '01157', '01157', '01157', '01157']
HSECRETION;['00480']
BUFFERS;['00416']
ENVIRONMENTS;['00652']
RELATIONSHIP;['00012', '00091', '00184', '00192', '00211', '00246', '00251', '00273', '00273', '00305', '00306', '00348', '00359', '00410', '00436', '00444', '00471', '00479', '00483', '00485', '00519', '00563', '00577', '00581', '00587', '00608', '00612', '00623', '00673', '00688', '00691', '00757', '00855', '00897', '00904', '00953', '00981', '00993', '01041', '01158', '01212', '01212']
REDUCTASE;['00118', '00307', '00525']
ORGANISMS;['00110', '00110', '00123', '00135', '00161', '00202', '00202', '00250', '00281', '00432', '00432', '00452', '00487', '00517', '00609', '00618', '00696', '01005', '01112', '01118']
BUFFERED;['00542', '00542', '00542']
POLARIZATION;['00621', '00621', '01030']
ADOLESCENTS;['00254', '00266', '00327', '00343', '00420', '00467', '00686', '00731', '00888', '01020', '01020', '01020', '01034', '01078', '01080', '01107', '01232']
PAEDIATRICIAN;['00037', '00327', '00489', '00641', '00937']
FRACTIONATED;['00256', '00393', '00409', '00574', '00574', '01064']
THORACIC;['00327', '00332', '00519', '00597', '00768', '01003', '01003', '01003', '01003', '01147']
TREAT;['00134', '00135', '00197', '00316', '00321', '00556', '00732', '00753', '00800', '00999', '01009', '01034', '01042', '01152']
MOTILITY;['00501']
JENSEN;['00649']
ANDDECREASES;['01002']
RECOLONIZED;['01078', '01227']
DIAMOND;['00232']
DEFICIENCIES;['00660', '00670', '00670', '00779', '00791', '01083', '01106', '01108', '01115']
WARRANTS;['00193', '00351', '00762']
SELECTED;['00072', '00116', '00224', '00224', '00247', '00315', '00438', '00438', '00442', '00451', '00520', '00573', '00716', '00753', '00813', '00866', '00976', '01048', '01194', '01207', '01237']
PURPURA;['00784', '00784', '01095']
PRECIPITIN;['00178', '00178', '00228', '00369', '00401', '00521', '00521', '00983', '00983', '00986']
AGGREGATED;['00139']
FORMING;['00527', '00527']
SEROGROUPS;['00271']
VACUOLES;['00166']
SUBUNITS;['00530']
EXTREMELY;['00005', '00071', '00071', '00120', '00225', '00261', '00268', '00585', '00600', '00682', '00719', '00762', '00762', '00832', '01111']
ADJUVANT;['01073']
GENOTYPE;['00072', '00190', '00566', '00574', '00745', '00956', '01027', '01231']
AGGREGATION;['00139', '00139', '00208', '00293', '00338', '00864']
DIRECTIONAL;['00118']
TENTATIVELY;['00078']
ANIONEXCHANGE;['00702']
INVISIBLE;['00792']
FUNGI;['00860']
NATURAL;['00089', '00153', '00261', '00295', '00359', '00371', '00517', '00517', '00853', '00914', '01083', '01146', '01204']
SCANS;['00149', '00204', '00204', '01045']
OLEATES;['00539']
DERANGED;['00441', '00502', '01162']
METHODOLOGIC;['00740']
APPEARED;['00040', '00086', '00106', '00198', '00203', '00388', '00425', '00459', '00467', '00527', '00527', '00540', '00588', '00704', '00740', '00745', '00954', '01085', '01111', '01121']
PHOSPHODIESTERASE;['00973', '00973']
RAPID;['00014', '00014', '00083', '00087', '00131', '00165', '00201', '00209', '00220', '00272', '00304', '00320', '00336', '00383', '00417', '00417', '00468', '00481', '00482', '00635', '00680', '00680', '00703', '00784', '00844', '00849', '01015', '01028', '01074', '01111', '01138', '01180', '01181', '01208', '01221']
ANTICIPATION;['00467']
INCLUSIONS;['01193']
PULMONARYFUNCTION;['00611']
FOLLOW;['00415', '00441', '00450', '00456', '00648', '00907', '01179']
DECOMPENSATION;['00239']
ULTRACENTRIFUGATION;['00784']
OCCURING;['00868']
MECHANICAL;['00224', '00659', '00674', '00914', '00914', '00980', '01012', '01012', '01012', '01034', '01138', '01152']
CILL;['00371']
EMBRACES;['00701']
FIBROCYSTIC;['00136', '00226', '00300', '00333', '00522', '00522', '00545', '00617', '00651', '00727', '00776', '00872', '00872', '01119']
KANAMYCIN;['01042', '01042']
REASSESS;['01165']
MUCINS;['00496', '00496', '00496', '00496', '00496', '00496', '00496', '00496', '00861', '00895', '00895', '00895', '00895', '00895', '00895', '00895', '01145']
PEDIGREES;['00085']
STARTED;['00212', '00456', '00628', '01151', '01232']
PSYCHOLOGICAL;['00076', '00332', '00433', '00433', '00467', '00586', '00596', '00596', '00617', '00701', '00760', '00760', '01088', '01182']
ARTERIOGRAM;['00348']
PHENAZONE;['00295']
BROMODEOXYURIDINE;['01029']
INTERINDIVIDUAL;['00661']
RICKHAM;['00909']
ECTOPIC;['00643']
BISMUTH;['01193']
HBAIC;['01085', '01085', '01085', '01085', '01085', '01085', '01085', '01085', '01085', '01085', '01085']
INSPISSATION;['00727']
ENLARGING;['01224']
SBTI;['00530']
UNMASKED;['00367']
ULTRASTRUCTURAL;['00201', '00484', '00516', '00564', '00957', '00957']
WORTHWHILE;['00379', '00476', '01232']
ATTAINABLE;['01042']
DUODENAL;['00005', '00005', '00005', '00150', '00150', '00150', '00205', '00205', '00232', '00232', '00233', '00313', '00367', '00367', '00367', '00380', '00405', '00405', '00541', '00559', '00583', '00602', '00602', '00602', '00643', '00872', '00872', '00943', '01016', '01016', '01016']
ACIDITY;['00256', '01017']
INHERENT;['00306', '00490', '00504', '00610', '00734', '00792']
HELIUMAIR;['00144']
RETAINS;['00260']
BRAIN;['00394', '01018', '01118', '01118', '01184']
CARDIOLOGISTS;['00944']
EXAMINED;['00006', '00043', '00044', '00055', '00065', '00083', '00108', '00118', '00136', '00140', '00143', '00157', '00219', '00259', '00301', '00307', '00318', '00323', '00347', '00364', '00367', '00370', '00372', '00392', '00401', '00417', '00423', '00432', '00433', '00438', '00464', '00508', '00529', '00543', '00546', '00564', '00564', '00569', '00571', '00575', '00587', '00588', '00591', '00611', '00624', '00636', '00640', '00645', '00716', '00745', '00755', '00765', '00771', '00778', '00790', '00794', '00807', '00810', '00813', '00849', '00860', '00877', '00907', '00922', '00975', '00981', '00982', '00983', '00986', '00987', '00988', '00988', '00989', '00989', '00990', '00991', '01000', '01014', '01014', '01078', '01081', '01088', '01125', '01129', '01130', '01165', '01171', '01172', '01202', '01234']
SINUS;['00016', '00058', '00058', '00732']
RESERPINIZED;['00311', '00955', '01143']
SEVERITIES;['00350']
CYSTEINE;['01092']
BEEF;['00181']
ESTERASE;['00019', '00019', '00019', '00019', '00019', '00026', '00026', '00026', '00141', '00141', '00141', '00141', '00141', '00141', '00305', '00305', '00430', '00445', '00445', '00445', '00521', '00521', '00521', '00521', '00530', '00530', '00530', '00639', '00639', '00639', '00747', '00747', '00747', '00779', '01140', '01140', '01202']
PERIOSTITIS;['00579']
BANDING;['00534']
HOURS;['00018', '00023', '00061', '00061', '00159', '00159', '00159', '00397', '00414', '00414', '00544', '00606', '00608', '00615', '00686', '00686', '00710', '00753', '00773', '00804', '00835', '00899', '00962', '00972', '01044', '01098', '01100', '01100', '01101', '01101', '01142', '01143', '01202', '01202']
TUBERCULOSIS;['00060', '00281', '00281', '00334', '00663']
CONCLUSION;['00049', '00112', '00118', '00754', '00919', '01099', '01099', '01143', '01221']
BLIKE;['00191', '00191', '00191', '01062', '01062', '01062', '01062', '01062']
PHENOTYPES;['00072', '00236', '00236', '00236', '00236', '00260', '00308', '00365', '00365', '00366', '00366', '00367', '00367', '00874', '01031', '01157', '01238']
FLUCTUATED;['00575']
SEPARATE;['00024', '00260', '00325', '00385', '00546', '00553', '00749', '00776', '01127']
DYSTROPHY;['00030', '00296', '00782']
ELEGANT;['00442']
BULLOUS;['00703']
CONCURRENT;['00475', '00509', '00726', '00749']
CELLULAR;['00045', '00045', '00108', '00121', '00174', '00174', '00180', '00180', '00180', '00336', '00393', '00400', '00409', '00409', '00484', '00498', '00525', '00566', '00568', '00568', '00575', '00576', '00581', '00592', '00702', '00765', '00820', '00840', '00953', '01044', '01135', '01185', '01185', '01223']
ASSAYED;['00019', '00107', '00107', '00174', '00236', '00305', '00305', '00307', '00371', '00371', '00390', '00406', '00445', '00622', '00862', '01068', '01070', '01137', '01139', '01140', '01141', '01200', '01202']
SCWACHMAN;['00956']
COLOURED;['00039']
RULED;['00107', '00112', '00279', '00352', '00521']
REDESIGNED;['01034']
BLOCK;['00133', '00530']
WITNESS;['00162']
COELIAC;['00002', '00002', '00005', '00034', '00034', '00034', '00073', '00073', '00073', '00073', '00073', '00073', '00153', '00170', '00255', '00255', '00255', '00299', '00424', '00933', '00984']
UNANSWERED;['00398', '00440']
BLOCKS;['01044']
PESSIMISTIC;['00838']
ENDTIDAL;['01039']
GAUZE;['00996', '00996', '00996']
KOSSA;['01193']
COLLAGEN;['00116', '00336', '00890', '01013']
EXOTOXIN;['00890', '00890', '00890']
ABSTRACTS;['01013']
CARTILAGE;['00667']
MANIFESTED;['00477', '00553', '01139']
CHROMATOGRPHY;['01221']
DIAGNOSED;['00014', '00089', '00095', '00099', '00161', '00185', '00202', '00207', '00258', '00258', '00258', '00314', '00350', '00377', '00421', '00421', '00465', '00472', '00472', '00510', '00513', '00559', '00599', '00599', '00600', '00611', '00612', '00684', '00704', '00722', '00722', '00752', '00752', '00786', '00786', '00846', '00858', '00979', '01005', '01183', '01183', '01216', '01216', '01219']
AUTOSOMAL;['00013', '00039', '00069', '00102', '00124', '00162', '00216', '00236', '00297', '00370', '00370', '00431', '00431', '00452', '00494', '00503', '00559', '00610', '00627', '00665', '00719', '00822', '00830', '00840', '00881', '00889', '00902', '00926', '00977', '01144', '01156', '01194']
ACCIDENTALLY;['00224']
MEALTIME;['00626']
PORTIONS;['00856', '00887']
EFFICIENTLY;['00511']
BRADYKININ;['00279']
ANSWERS;['01236']
VILE;['00993']
OBLIGATION;['00477']
CONSISTENTLY;['00031', '00044', '00059', '00114', '00235', '00336', '00739', '00740', '00746', '00746', '00867', '00913', '01038', '01092', '01105', '01203']
SEXLINKED;['01031']
SOLUBILITY;['00040', '00505', '00533', '00533']
MICROLITER;['00304']
DIAGNOSE;['00072', '00134', '00134', '00762', '00771', '00902']
MACROMOLECULAR;['00270', '00305', '00441', '00445', '00561', '00805', '01157']
BEARN;['00121', '00243', '00689']
RIGOROUSLY;['00529']
GROUPSPECIFIC;['00178', '00178', '00178', '01178']
FIBROSISDERIVED;['00154', '00154']
PERTAINS;['00433']
NUCLEOTIDES;['00848']
EDEMATOUS;['00094', '00413', '01113']
OVERDISTENDED;['00985']
WITHHOLDING;['00830', '01099', '01099']
PROGESTERONE;['00840', '00973']
HEMOPHILIA;['00315']
CENTRES;['00774', '01128']
DEEPER;['00844']
MALFUNCTIONS;['00392', '00490']
EROSIONS;['01017']
KGVALUES;['00209']
RESERPINETREATED;['00201', '00311', '00536', '01199', '01199', '01199', '01199']
DYSKINESIS;['00108', '00254', '00430', '00445', '00531']
BGBG;['00745']
SWAB;['00161', '00161', '00161', '00326']
INCLUDE;['00014', '00014', '00017', '00037', '00046', '00056', '00149', '00150', '00157', '00197', '00202', '00334', '00360', '00363', '00392', '00431', '00431', '00432', '00432', '00443', '00443', '00444', '00467', '00472', '00484', '00490', '00572', '00581', '00581', '00581', '00627', '00643', '00652', '00806', '00875', '00875', '00911', '00913', '00935', '00935', '00968', '00990', '00991', '00999', '01031', '01041', '01088', '01088', '01088', '01088', '01115', '01115', '01193', '01233']
NASOGASTRIC;['00396']
TWOMACROGLOBULIN;['00521']
SUITED;['00885', '01009']
PNEUMOTHORAX;['00017', '00193', '00193', '00193', '00193', '00327', '00332', '00363', '00363', '00438', '00703', '00703', '00703', '00703', '00703', '00703', '00703', '00703', '00703', '00822', '00907', '00907', '01000']
PLASMALEMMA;['01145']
FAVORS;['00993']
GAPS;['00440']
REAPPEARANCE;['00201']
UNPREDICTABLY;['00147']
AMPLE;['00043']
GOOD;['00004', '00005', '00158', '00175', '00315', '00424', '00473', '00486', '00542', '00630', '00638', '00661', '00753', '00866', '00879', '00896', '00899', '00905', '00905', '00914', '00914', '01011', '01012', '01058', '01083', '01085', '01117', '01176']
WOMAN;['00015', '00227', '00478', '00965', '00971', '01136']
AUREUSSPECIFIC;['00986']
GMKG;['00962']
KINETICS;['00124', '00124', '00453', '00568', '00576', '00624', '00625', '00660', '00850', '01021', '01021', '01055', '01139', '01222']
ADULT;['00002', '00002', '00022', '00026', '00043', '00070', '00071', '00107', '00116', '00136', '00195', '00241', '00245', '00270', '00314', '00333', '00345', '00345', '00345', '00356', '00370', '00373', '00400', '00400', '00411', '00411', '00422', '00479', '00489', '00579', '00607', '00647', '00647', '00654', '00659', '00677', '00677', '00677', '00677', '00710', '00710', '00769', '00771', '00808', '00824', '00834', '00838', '00848', '00867', '00934', '00942', '01024', '01033', '01034', '01039', '01058', '01116', '01192', '01224', '01232']
TASKS;['00136', '00511']
ORIGINS;['00039', '00274', '01014', '01030']
REFRACTORY;['00224', '00332']
SIXTYSEVEN;['01060']
BABY;['00037', '00037', '00331', '00714', '00714', '01098', '01098', '01136', '01155']
SULFATED;['00256', '00256', '00256', '00875']
PRINCIPALLY;['00367', '00860', '00945']
FIBROBLASTLIKE;['00873']
DIFFERENTLY;['00118', '00307', '00307', '00769']
SINGLEGENE;['00215', '01031', '01031']
DEGRADE;['01062']
MACHINE;['01138']
CARDIOVASCULAR;['00286', '01047']
REALISATION;['00866']
SPITE;['00027', '00050', '00228', '00317', '00347', '00431', '00578', '00615', '00722', '00933', '00980', '01227']
RADIOALLERGOSORBENT;['01049']
THICK;['00133', '00189', '00371', '00398', '00727', '00980', '01121', '01235']
MANAGE;['00134', '00197', '00824', '00889', '01009']
SUBSTRATES;['00371', '00405', '00572', '00853', '00854', '00890', '01016']
CANADA;['00218']
QUEBEC;['00222']
BREAD;['00073', '00073']
CONTRACEPTIVE;['00015']
RESPONDING;['00905', '01177']
MENTIONED;['00121', '00196', '00203', '00334', '00344', '00694', '00745', '00808', '00902', '00902', '00968']
CIVILIZATION;['00980']
WARMLY;['00773']
YEMENITE;['00880']
COLLABORATION;['00084']
SUFFERING;['00037', '00126', '00162', '00231', '00239', '00256', '00276', '00332', '00333', '00459', '00499', '00588', '00600', '00620', '00626', '00626', '00651', '00661', '00783', '00863', '00969', '00976', '00977', '01036', '01121', '01155', '01171', '01228']
TCAPRECIPITABLE;['00520']
TRIGGER;['00434']
NEGRO;['00871']
ASSAYING;['00400', '00575', '01070', '01140', '01167']
PROVOCATION;['00341', '00358', '01169']
MIRROR;['00267']
SUBCULTURES;['00260']
SUBSTANTIATE;['00290']
PAPER;['00062', '00063', '00063', '00064', '00070', '00078', '00154', '00173', '00258', '00258', '00280', '00443', '00495', '00497', '00527', '00538', '00637', '00701', '00740', '00835', '00835', '00861', '00865', '00930', '00979', '00996', '00996', '00996', '01087', '01088', '01109', '01127', '01127', '01152', '01155', '01158', '01160', '01186', '01206', '01232']
CONTRACTED;['00487']
ENZYMEACTIVE;['00521']
KIDNEYS;['00223', '00406', '00545', '00686']
DIRECTLY;['00075', '00112', '00173', '00253', '00303', '00392', '00506', '00515', '00652', '00762', '00960', '00960', '01161', '01210', '01210', '01221']
PASSAGEWAYS;['00875']
EXCRETIONS;['00816', '00856']
CRAB;['00270']
VARIATIONS;['00019', '00093', '00108', '00138', '00149', '00246', '00259', '00278', '00359', '00392', '00534', '00612', '00615', '00638', '00705', '00746', '00831', '00831', '00926', '01117']
MAJOR;['00019', '00043', '00071', '00100', '00100', '00152', '00212', '00270', '00278', '00316', '00330', '00331', '00332', '00360', '00360', '00373', '00374', '00375', '00376', '00473', '00497', '00497', '00498', '00503', '00510', '00526', '00533', '00582', '00598', '00607', '00634', '00641', '00652', '00653', '00675', '00686', '00700', '00702', '00732', '00754', '00767', '00798', '00812', '00812', '00856', '00857', '00915', '00968', '00970', '00970', '00991', '01000', '01024', '01030', '01031', '01104', '01104', '01108', '01108', '01108', '01123', '01123', '01156', '01156', '01160', '01185', '01197', '01216', '01216', '01233']
